host_time_s,sequence,uptime_us,dt_us,ax_mg,ay_mg,az_mg,gx_dps,gy_dps,gz_dps,flags,checksum_ok,lost_total
784211.764997,43800,,900,-899,453,63,0.250,-0.812,3.375,0,1,0
784211.764997,43801,,900,-897,452,60,-0.188,0.875,-2.625,0,1,0
784211.764997,43802,,900,-899,455,63,1.188,0.750,-7.125,0,1,0
784211.764997,43803,,900,-901,451,60,1.375,-0.812,4.125,0,1,0
784211.764997,43804,,900,-896,454,62,-0.625,-3.500,-1.938,0,1,0
784211.764997,43805,,900,-899,448,57,1.312,0.938,-3.875,0,1,0
784211.764997,43806,,900,-901,452,61,0.000,2.125,-0.812,0,1,0
784211.764997,43807,,900,-902,449,58,-0.625,-2.938,6.062,0,1,0
784211.764997,43808,,900,-902,454,63,1.000,-2.562,-11.438,0,1,0
784211.764997,43809,,900,-898,453,64,1.125,0.375,1.500,0,1,0
784211.773295,43810,,900,-902,446,65,-0.125,0.375,11.062,0,1,0
784211.773295,43811,,900,-904,451,60,0.812,0.750,-20.250,0,1,0
784211.773295,43812,,900,-898,448,62,0.500,-3.062,9.125,0,1,0
784211.773295,43813,,900,-901,454,63,0.375,-0.062,-2.938,0,1,0
784211.773295,43814,,900,-898,454,63,0.562,-0.375,1.000,0,1,0
784211.773295,43815,,900,-902,454,63,0.625,1.438,-12.812,0,1,0
784211.773295,43816,,900,-897,450,61,0.250,-2.188,10.375,0,1,0
784211.773295,43817,,900,-899,447,60,1.312,-1.625,-4.250,0,1,0
784211.773295,43818,,900,-900,451,63,0.875,1.312,-8.188,0,1,0
784211.773295,43819,,900,-902,449,63,-0.250,0.438,5.438,0,1,0
784211.778582,43820,,900,-896,456,64,0.562,-2.875,2.562,0,1,0
784211.778582,43821,,900,-903,447,64,1.562,-0.750,-10.250,0,1,0
784211.778582,43822,,900,-901,457,61,-1.875,0.375,3.812,0,1,0
784211.778582,43823,,900,-901,450,61,1.562,0.438,4.188,0,1,0
784211.778582,43824,,900,-901,445,63,2.438,-0.938,-6.000,0,1,0
784211.778582,43825,,900,-895,453,62,-0.875,-0.938,-5.875,0,1,0
784211.778582,43826,,900,-898,449,62,0.375,-0.062,4.750,0,1,0
784211.778582,43827,,900,-900,452,64,3.125,1.438,-2.500,0,1,0
784211.778582,43828,,900,-900,444,57,-0.875,-1.250,-6.062,0,1,0
784211.778582,43829,,900,-903,450,57,-0.250,-2.438,1.500,0,1,0
784211.787898,43830,,900,-900,449,64,2.750,1.312,0.438,0,1,0
784211.787898,43831,,900,-897,446,61,-1.562,-0.250,-5.750,0,1,0
784211.787898,43832,,900,-895,451,66,-0.625,-2.438,0.312,0,1,0
784211.787898,43833,,900,-896,446,63,2.500,-0.875,3.125,0,1,0
784211.787898,43834,,900,-903,444,62,-0.250,0.312,-7.500,0,1,0
784211.787898,43835,,900,-899,450,63,0.125,0.500,-2.438,0,1,0
784211.787898,43836,,900,-902,449,60,0.875,-1.562,5.625,0,1,0
784211.787898,43837,,900,-897,449,62,0.062,-1.375,-6.250,0,1,0
784211.787898,43838,,900,-899,442,61,-0.312,-0.875,-1.750,0,1,0
784211.787898,43839,,900,-903,448,63,0.062,0.375,3.062,0,1,0
784211.793011,43840,,900,-902,445,63,1.125,0.688,-1.375,0,1,0
784211.793011,43841,,900,-895,447,69,0.375,-2.188,-5.000,0,1,0
784211.793011,43842,,900,-897,446,67,1.688,-0.875,0.562,0,1,0
784211.793011,43843,,900,-898,450,59,0.750,2.062,-0.625,0,1,0
784211.793011,43844,,900,-899,446,61,-1.375,-1.312,-2.625,0,1,0
784211.793011,43845,,900,-895,449,61,0.562,-3.188,0.188,0,1,0
784211.793011,43846,,900,-902,453,61,-0.750,-3.125,0.062,0,1,0
784211.793011,43847,,900,-901,450,62,1.062,2.312,-3.875,0,1,0
784211.793011,43848,,900,-896,451,63,0.125,0.438,1.188,0,1,0
784211.793011,43849,,900,-896,452,60,0.312,-3.000,-1.438,0,1,0
784211.801409,43850,,900,-904,454,63,2.562,-0.438,-0.125,0,1,0
784211.801409,43851,,900,-904,446,65,0.188,2.562,-6.812,0,1,0
784211.801409,43852,,900,-896,449,59,0.375,-0.375,-0.125,0,1,0
784211.801409,43853,,900,-899,453,62,3.000,0.125,-1.375,0,1,0
784211.801409,43854,,900,-894,444,63,-0.875,-1.312,-1.875,0,1,0
784211.801409,43855,,900,-899,446,63,-0.562,0.500,-3.000,0,1,0
784211.801409,43856,,900,-901,448,59,0.750,-0.875,2.438,0,1,0
784211.801409,43857,,900,-898,451,64,1.312,-1.938,-4.000,0,1,0
784211.801409,43858,,900,-901,446,62,0.250,0.125,-4.375,0,1,0
784211.801409,43859,,900,-898,453,63,1.250,1.562,0.875,0,1,0
784211.806739,43860,,900,-902,450,65,0.500,-0.438,-1.062,0,1,0
784211.806739,43861,,900,-900,448,65,-0.812,-3.000,-2.938,0,1,0
784211.806739,43862,,900,-897,446,62,1.250,-0.750,-1.125,0,1,0
784211.806739,43863,,900,-901,450,63,0.500,-0.062,0.000,0,1,0
784211.806739,43864,,900,-899,450,65,2.312,3.500,-5.125,0,1,0
784211.806739,43865,,900,-901,447,63,-0.875,-2.750,1.062,0,1,0
784211.806739,43866,,900,-898,449,62,2.250,-1.938,-4.438,0,1,0
784211.806739,43867,,900,-901,448,67,0.500,0.500,-2.188,0,1,0
784211.806739,43868,,900,-895,454,58,-0.500,1.688,2.125,0,1,0
784211.806739,43869,,900,-899,452,60,0.750,-0.625,-3.312,0,1,0
784211.815166,43870,,900,-897,440,63,-0.562,-4.750,-4.125,0,1,0
784211.815166,43871,,900,-901,445,67,1.188,-0.062,3.188,0,1,0
784211.815166,43872,,900,-898,446,59,1.312,4.125,-2.688,0,1,0
784211.815166,43873,,900,-902,451,66,0.000,1.000,-5.188,0,1,0
784211.815166,43874,,900,-902,449,64,0.875,-5.562,1.312,0,1,0
784211.815166,43875,,900,-899,443,60,3.375,1.625,-4.375,0,1,0
784211.815166,43876,,900,-899,447,62,-1.250,4.688,-3.750,0,1,0
784211.815166,43877,,900,-899,454,62,-1.125,-2.125,2.000,0,1,0
784211.815166,43878,,900,-902,447,63,3.438,-4.562,-0.250,0,1,0
784211.815166,43879,,900,-900,455,63,1.812,2.500,-6.938,0,1,0
784211.831728,43880,,900,-896,450,59,-2.062,2.500,1.312,0,1,0
784211.831728,43881,,900,-895,448,64,2.875,-1.438,1.250,0,1,0
784211.831728,43882,,900,-899,449,66,0.812,-3.312,-4.875,0,1,0
784211.831728,43883,,900,-895,452,60,-1.125,-1.250,1.188,0,1,0
784211.831728,43884,,900,-901,449,59,1.188,3.000,-3.375,0,1,0
784211.831728,43885,,900,-901,448,63,-0.875,-2.688,2.312,0,1,0
784211.831728,43886,,900,-898,449,57,0.500,-2.000,-3.875,0,1,0
784211.831728,43887,,900,-898,455,61,1.125,-0.438,-2.125,0,1,0
784211.831728,43888,,900,-902,454,58,0.688,2.000,1.500,0,1,0
784211.831728,43889,,900,-895,452,60,-0.688,-0.625,-4.438,0,1,0
784211.837002,43890,,900,-904,448,67,2.438,-1.438,-1.312,0,1,0
784211.837002,43891,,900,-901,452,63,0.625,-0.812,0.000,0,1,0
784211.837002,43892,,900,-901,446,61,0.000,2.562,-3.375,0,1,0
784211.837002,43893,,900,-901,454,62,1.812,1.062,-0.562,0,1,0
784211.837002,43894,,900,-899,452,61,-0.750,-4.500,0.500,0,1,0
784211.837002,43895,,900,-901,447,64,1.500,-2.375,-4.688,0,1,0
784211.837002,43896,,900,-897,451,63,2.938,5.750,-1.438,0,1,0
784211.837002,43897,,900,-902,454,62,-1.000,2.875,0.125,0,1,0
784211.837002,43898,,900,-901,452,64,2.562,-3.562,-1.312,0,1,0
784211.837002,43899,,900,-905,450,65,2.500,-3.500,-3.938,0,1,0
784211.846130,43900,,900,-904,453,60,-1.875,3.062,-1.625,0,1,0
784211.846130,43901,,900,-901,451,62,0.375,3.312,0.250,0,1,0
784211.846130,43902,,900,-897,448,67,2.000,-3.625,-0.188,0,1,0
784211.846130,43903,,900,-903,447,57,1.250,-2.125,-5.250,0,1,0
784211.846130,43904,,900,-898,448,65,0.500,3.562,0.500,0,1,0
784211.846130,43905,,900,-902,454,60,1.938,3.438,0.938,0,1,0
784211.846130,43906,,900,-902,451,61,0.688,-4.750,-3.688,0,1,0
784211.846130,43907,,900,-899,453,61,0.625,-3.625,-4.875,0,1,0
784211.846130,43908,,900,-898,449,63,-0.062,2.000,7.562,0,1,0
784211.846130,43909,,900,-898,446,59,-0.250,3.188,-9.750,0,1,0
784211.851429,43910,,900,-901,451,61,1.250,-2.312,-3.438,0,1,0
784211.851429,43911,,900,-901,453,62,0.438,-6.312,14.750,0,1,0
784211.851429,43912,,900,-902,455,65,0.500,2.812,-22.000,0,1,0
784211.851429,43913,,900,-893,454,67,0.312,4.375,6.375,0,1,0
784211.851429,43914,,900,-898,454,58,-0.250,-3.562,10.812,0,1,0
784211.851429,43915,,900,-895,450,60,1.000,-4.750,-19.312,0,1,0
784211.851429,43916,,900,-895,441,64,0.375,0.812,5.250,0,1,0
784211.851429,43917,,900,-897,450,61,-0.438,5.125,7.312,0,1,0
784211.851429,43918,,900,-900,449,60,0.375,-1.938,-11.688,0,1,0
784211.851429,43919,,900,-897,447,65,1.062,-7.125,0.438,0,1,0
784211.860497,43920,,900,-897,451,60,0.375,0.438,4.688,0,1,0
784211.860497,43921,,900,-895,451,56,-0.062,6.250,-5.625,0,1,0
784211.860497,43922,,900,-901,448,64,0.438,-0.062,-5.312,0,1,0
784211.860497,43923,,900,-897,444,63,1.312,-6.750,3.062,0,1,0
784211.860497,43924,,900,-900,452,63,1.250,-0.250,-3.875,0,1,0
784211.860497,43925,,900,-901,449,64,-0.375,5.938,-3.188,0,1,0
784211.860497,43926,,900,-896,449,58,0.375,0.188,0.000,0,1,0
784211.860497,43927,,900,-902,450,60,1.188,-6.188,-2.438,0,1,0
784211.860497,43928,,900,-895,452,66,0.875,-1.562,-1.875,0,1,0
784211.860497,43929,,900,-894,453,63,-0.438,3.312,-3.500,0,1,0
784211.865863,43930,,900,-900,449,61,1.438,2.250,0.375,0,1,0
784211.865863,43931,,900,-898,452,61,-1.625,-7.000,-1.438,0,1,0
784211.865863,43932,,900,-898,451,57,0.500,-3.375,0.250,0,1,0
784211.865863,43933,,900,-899,452,63,0.250,4.312,-5.438,0,1,0
784211.865863,43934,,900,-902,450,59,-0.062,2.500,0.500,0,1,0
784211.865863,43935,,900,-900,450,64,1.688,-3.875,-1.375,0,1,0
784211.865863,43936,,900,-901,451,60,1.750,-2.875,-3.375,0,1,0
784211.865863,43937,,900,-900,449,64,-0.562,3.250,-1.938,0,1,0
784211.865863,43938,,900,-902,452,67,-2.000,0.062,0.688,0,1,0
784211.865863,43939,,900,-901,455,66,1.625,-4.062,-0.688,0,1,0
784211.888082,43940,,900,-898,446,61,1.000,-2.688,-5.375,0,1,0
784211.888082,43941,,900,-897,452,60,-1.312,1.562,2.250,0,1,0
784211.888082,43942,,900,-894,451,62,1.688,2.750,0.938,0,1,0
784211.888082,43943,,900,-895,455,63,-0.688,-5.000,-4.500,0,1,0
784211.888082,43944,,900,-902,453,62,1.062,-2.562,-3.688,0,1,0
784211.888082,43945,,900,-902,452,64,2.062,3.500,6.562,0,1,0
784211.888082,43946,,900,-900,451,62,-0.062,1.688,-7.000,0,1,0
784211.888082,43947,,900,-900,450,64,0.062,-2.438,-4.250,0,1,0
784211.888082,43948,,900,-907,451,61,-0.562,-5.875,5.938,0,1,0
784211.888082,43949,,900,-900,455,62,0.375,0.438,-1.375,0,1,0
784211.893396,43950,,900,-898,451,55,0.000,3.688,-5.812,0,1,0
784211.893396,43951,,900,-900,454,59,0.062,-1.875,0.188,0,1,0
784211.893396,43952,,900,-894,453,61,2.438,-2.875,0.812,0,1,0
784211.893396,43953,,900,-900,451,58,0.312,0.312,-4.875,0,1,0
784211.893396,43954,,900,-901,455,62,0.562,3.188,-1.438,0,1,0
784211.893396,43955,,900,-903,455,64,1.375,-1.375,1.500,0,1,0
784211.893396,43956,,900,-905,451,62,1.688,-1.000,-2.312,0,1,0
784211.893396,43957,,900,-904,449,63,-1.875,-2.000,-5.062,0,1,0
784211.893396,43958,,900,-903,455,61,1.375,0.312,2.938,0,1,0
784211.893396,43959,,900,-902,446,62,1.875,-0.500,3.188,0,1,0
784211.901791,43960,,900,-894,451,63,-0.062,0.500,-11.000,0,1,0
784211.901791,43961,,900,-904,447,64,1.125,-0.250,0.250,0,1,0
784211.901791,43962,,900,-901,452,61,3.250,1.312,0.875,0,1,0
784211.901791,43963,,900,-896,446,62,-1.812,-1.938,-3.312,0,1,0
784211.901791,43964,,900,-896,455,63,1.438,1.438,-7.375,0,1,0
784211.901791,43965,,900,-904,453,66,0.312,-0.750,7.562,0,1,0
784211.901791,43966,,900,-902,455,63,0.312,-1.625,-3.625,0,1,0
784211.901791,43967,,900,-902,452,67,0.188,-1.938,-7.062,0,1,0
784211.901791,43968,,900,-899,447,61,1.312,1.625,4.000,0,1,0
784211.901791,43969,,900,-901,453,63,0.438,0.875,0.812,0,1,0
784211.911671,43970,,900,-901,453,63,-0.312,-2.750,-7.625,0,1,0
784211.911671,43971,,900,-904,454,62,1.750,-1.688,2.562,0,1,0
784211.911671,43972,,900,-900,450,62,0.250,0.688,2.188,0,1,0
784211.911671,43973,,900,-900,450,59,-0.812,0.500,-6.875,0,1,0
784211.911671,43974,,900,-904,454,63,1.250,-1.188,0.188,0,1,0
784211.911671,43975,,900,-900,450,58,0.625,-3.250,4.812,0,1,0
784211.911671,43976,,900,-902,448,63,0.875,1.688,-7.125,0,1,0
784211.911671,43977,,900,-899,456,64,1.062,2.625,-3.625,0,1,0
784211.911671,43978,,900,-902,454,62,1.750,0.312,0.312,0,1,0
784211.911671,43979,,900,-902,451,63,-0.750,-2.250,1.125,0,1,0
784211.925324,43980,,900,-902,451,59,-0.625,-0.875,-6.250,0,1,0
784211.925324,43981,,900,-898,453,60,1.312,-0.438,2.438,0,1,0
784211.925324,43982,,900,-901,453,64,0.938,0.250,-0.688,0,1,0
784211.925324,43983,,900,-902,451,61,1.125,1.500,-6.875,0,1,0
784211.925324,43984,,900,-901,453,58,1.312,0.625,-2.312,0,1,0
784211.925324,43985,,900,-906,452,63,0.312,-2.312,3.375,0,1,0
784211.925324,43986,,900,-899,445,60,0.875,-0.438,-4.438,0,1,0
784211.925324,43987,,900,-905,451,65,-0.312,-0.438,-4.625,0,1,0
784211.925324,43988,,900,-905,454,63,1.312,0.438,1.938,0,1,0
784211.925324,43989,,900,-901,452,60,0.312,0.250,-4.875,0,1,0
784211.943508,43990,,900,-900,450,64,-0.125,-2.000,0.500,0,1,0
784211.943508,43991,,900,-897,447,63,1.875,-1.625,-1.000,0,1,0
784211.943508,43992,,900,-902,446,65,-1.000,-1.438,-2.938,0,1,0
784211.943508,43993,,900,-902,448,67,-0.438,0.125,-1.312,0,1,0
784211.943508,43994,,900,-898,452,58,-0.125,-1.812,-1.000,0,1,0
784211.943508,43995,,900,-900,448,60,1.562,0.375,-2.750,0,1,0
784211.943508,43996,,900,-899,438,65,-0.250,0.312,0.938,0,1,0
784211.943508,43997,,900,-898,444,67,0.750,-1.438,-5.500,0,1,0
784211.943508,43998,,900,-902,448,65,2.688,0.250,0.250,0,1,0
784211.943508,43999,,900,-896,446,61,0.125,2.750,-1.312,0,1,0
784211.948449,44000,,900,-900,451,63,-0.938,-2.000,-3.625,0,1,0
784211.948449,44001,,900,-896,448,64,3.188,-2.312,-2.438,0,1,0
784211.948449,44002,,900,-897,446,66,1.438,2.875,-0.500,0,1,0
784211.948449,44003,,900,-896,452,62,-1.688,2.375,-2.688,0,1,0
784211.948449,44004,,900,-899,453,61,1.000,-3.438,-1.875,0,1,0
784211.948449,44005,,900,-896,449,62,3.938,-0.875,0.188,0,1,0
784211.948449,44006,,900,-896,451,62,-1.375,1.062,-4.562,0,1,0
784211.948449,44007,,900,-893,454,63,0.688,1.562,-1.000,0,1,0
784211.948449,44008,,900,-902,450,65,2.625,-0.688,-4.438,0,1,0
784211.948449,44009,,900,-900,451,58,-0.875,-3.062,3.625,0,1,0
784211.970668,44010,,900,-900,451,61,0.188,0.312,-3.000,0,1,0
784211.970668,44011,,900,-893,443,64,2.750,3.562,-8.375,0,1,0
784211.970668,44012,,900,-896,449,64,-0.188,0.375,6.062,0,1,0
784211.970668,44013,,900,-900,448,63,-1.500,-5.188,-1.875,0,1,0
784211.970668,44014,,900,-897,452,59,3.938,-0.812,-5.312,0,1,0
784211.970668,44015,,900,-899,453,64,-0.750,3.062,1.750,0,1,0
784211.970668,44016,,900,-899,447,65,-1.938,-0.375,1.938,0,1,0
784211.970668,44017,,900,-900,447,62,3.500,-3.625,-9.688,0,1,0
784211.970668,44018,,900,-895,448,63,1.188,-1.125,1.625,0,1,0
784211.970668,44019,,900,-900,451,68,-1.562,3.312,1.375,0,1,0
784211.975960,44020,,900,-897,449,67,1.312,0.000,-5.312,0,1,0
784211.975960,44021,,900,-896,448,59,1.812,-3.875,-0.938,0,1,0
784211.975960,44022,,900,-896,458,57,-1.188,-1.000,1.812,0,1,0
784211.975960,44023,,900,-903,449,66,0.062,1.438,-1.375,0,1,0
784211.975960,44024,,900,-897,456,63,1.688,0.875,-3.250,0,1,0
784211.975960,44025,,900,-894,449,62,-0.688,-2.688,0.062,0,1,0
784211.975960,44026,,900,-896,447,65,0.188,-2.562,-1.312,0,1,0
784211.975960,44027,,900,-892,451,61,1.188,1.875,-1.938,0,1,0
784211.975960,44028,,900,-895,451,66,-0.188,0.750,1.125,0,1,0
784211.975960,44029,,900,-899,446,61,1.438,-1.312,-4.000,0,1,0
784211.984322,44030,,900,-897,447,55,1.625,-0.938,-4.188,0,1,0
784211.984322,44031,,900,-896,446,65,0.375,0.125,0.562,0,1,0
784211.984322,44032,,900,-897,448,61,0.438,0.625,-1.500,0,1,0
784211.984322,44033,,900,-898,448,69,0.750,-1.125,-3.812,0,1,0
784211.984322,44034,,900,-904,449,61,1.125,-1.250,0.188,0,1,0
784211.984322,44035,,900,-900,455,61,0.438,-0.125,-0.500,0,1,0
784211.984322,44036,,900,-900,443,62,0.562,0.938,-5.688,0,1,0
784211.984322,44037,,900,-901,449,60,0.188,-0.625,-0.438,0,1,0
784211.984322,44038,,900,-896,452,63,0.562,-3.062,5.188,0,1,0
784211.984322,44039,,900,-900,450,60,2.375,1.312,-9.188,0,1,0
784211.993349,44040,,900,-895,453,60,-1.562,1.188,-2.750,0,1,0
784211.993349,44041,,900,-896,454,63,-1.250,-2.438,4.250,0,1,0
784211.993349,44042,,900,-900,449,60,1.625,-3.625,0.000,0,1,0
784211.993349,44043,,900,-898,449,60,0.312,1.000,-7.000,0,1,0
784211.993349,44044,,900,-899,451,61,-0.812,1.312,1.312,0,1,0
784211.993349,44045,,900,-900,447,67,3.375,1.188,2.312,0,1,0
784211.993349,44046,,900,-900,450,60,1.438,0.062,-9.438,0,1,0
784211.993349,44047,,900,-894,441,62,-1.625,-2.125,2.188,0,1,0
784211.993349,44048,,900,-895,451,59,2.938,1.500,1.125,0,1,0
784211.993349,44049,,900,-897,445,61,0.562,0.875,-5.375,0,1,0
784211.998650,44050,,900,-898,442,60,-3.188,-5.062,0.125,0,1,0
784211.998650,44051,,900,-895,450,61,2.938,-0.875,0.562,0,1,0
784211.998650,44052,,900,-897,442,57,-0.750,1.125,-1.875,0,1,0
784211.998650,44053,,900,-897,446,61,-1.125,-1.312,0.750,0,1,0
784211.998650,44054,,900,-897,452,68,2.375,-3.812,-2.062,0,1,0
784211.998650,44055,,900,-891,453,60,0.188,-0.812,-4.375,0,1,0
784211.998650,44056,,900,-900,448,65,-2.312,1.500,-1.125,0,1,0
784211.998650,44057,,900,-896,449,62,3.062,-0.062,4.062,0,1,0
784211.998650,44058,,900,-895,450,63,1.125,-2.375,-5.188,0,1,0
784211.998650,44059,,900,-894,451,58,-1.562,-1.000,-3.750,0,1,0
784212.007066,44060,,900,-895,444,60,1.125,0.000,5.250,0,1,0
784212.007066,44061,,900,-892,446,61,0.750,-0.438,-4.812,0,1,0
784212.007066,44062,,900,-894,446,66,-1.188,-1.375,-3.812,0,1,0
784212.007066,44063,,900,-895,450,61,1.500,-1.125,4.375,0,1,0
784212.007066,44064,,900,-898,448,63,1.250,0.125,-5.500,0,1,0
784212.007066,44065,,900,-894,449,63,1.062,2.188,-2.125,0,1,0
784212.007066,44066,,900,-893,448,58,0.125,-1.062,0.312,0,1,0
784212.007066,44067,,900,-900,448,61,0.625,-2.188,-2.938,0,1,0
784212.007066,44068,,900,-901,449,62,0.438,-0.625,0.500,0,1,0
784212.007066,44069,,900,-898,450,64,0.562,1.562,-2.188,0,1,0
784212.013087,44070,,900,-900,450,60,1.062,-0.062,-0.938,0,1,0
784212.013087,44071,,900,-900,452,60,0.312,-2.188,-3.500,0,1,0
784212.013087,44072,,900,-898,450,69,-0.062,-0.688,3.125,0,1,0
784212.013087,44073,,900,-899,454,60,0.438,0.812,-2.438,0,1,0
784212.013087,44074,,900,-901,451,58,-1.250,-2.562,-2.812,0,1,0
784212.013087,44075,,900,-904,452,65,1.812,-1.938,2.875,0,1,0
784212.013087,44076,,900,-903,455,61,0.188,-0.312,-3.688,0,1,0
784212.013087,44077,,900,-900,454,63,-1.688,0.375,-1.875,0,1,0
784212.013087,44078,,900,-897,452,63,0.812,-0.938,-0.062,0,1,0
784212.013087,44079,,900,-906,451,60,2.688,-1.250,-2.562,0,1,0
784212.021520,44080,,900,-901,449,61,-1.375,-0.938,-0.562,0,1,0
784212.021520,44081,,900,-899,449,59,1.125,1.375,-0.625,0,1,0
784212.021520,44082,,900,-905,445,59,1.625,0.500,-4.625,0,1,0
784212.021520,44083,,900,-904,452,64,-1.062,-2.750,1.562,0,1,0
784212.021520,44084,,900,-897,452,61,2.500,-1.188,1.125,0,1,0
784212.021520,44085,,900,-899,446,63,2.250,2.438,-7.875,0,1,0
784212.021520,44086,,900,-905,445,64,-0.812,2.375,-3.938,0,1,0
784212.021520,44087,,900,-897,453,57,0.188,-3.000,4.625,0,1,0
784212.021520,44088,,900,-901,451,58,2.500,-2.438,-0.562,0,1,0
784212.021520,44089,,900,-900,451,62,-1.500,1.312,-6.812,0,1,0
784212.036026,44090,,900,-898,450,63,-0.938,0.250,4.250,0,1,0
784212.036026,44091,,900,-900,458,58,3.688,0.312,-3.250,0,1,0
784212.036026,44092,,900,-901,455,60,-1.250,-2.562,-5.500,0,1,0
784212.036026,44093,,900,-902,452,65,0.938,1.062,1.500,0,1,0
784212.036026,44094,,900,-894,447,62,2.062,0.750,0.438,0,1,0
784212.036026,44095,,900,-900,455,61,-1.062,-1.750,-6.250,0,1,0
784212.036026,44096,,900,-906,450,62,0.188,-0.250,-2.625,0,1,0
784212.036026,44097,,900,-899,450,61,1.250,-0.938,3.938,0,1,0
784212.036026,44098,,900,-906,451,61,0.688,0.312,-4.438,0,1,0
784212.036026,44099,,900,-903,455,62,-1.812,-2.062,-6.500,0,1,0
784212.041279,44100,,900,-904,446,57,2.375,-1.312,5.125,0,1,0
784212.041279,44101,,900,-904,450,64,1.250,-0.125,-2.125,0,1,0
784212.041279,44102,,900,-897,446,62,-1.500,0.250,-8.000,0,1,0
784212.041279,44103,,900,-900,446,62,1.062,0.312,-0.438,0,1,0
784212.041279,44104,,900,-899,448,64,1.000,-2.125,6.750,0,1,0
784212.041279,44105,,900,-898,453,63,-0.875,-1.562,-8.000,0,1,0
784212.041279,44106,,900,-900,450,64,0.438,1.375,-4.750,0,1,0
784212.041279,44107,,900,-897,449,63,-0.062,-0.188,10.125,0,1,0
784212.041279,44108,,900,-895,451,60,-0.375,-4.062,-5.562,0,1,0
784212.041279,44109,,900,-901,450,62,1.625,-0.375,-8.188,0,1,0
784212.049680,44110,,900,-902,448,67,-1.312,0.188,2.000,0,1,0
784212.049680,44111,,900,-894,448,65,1.562,0.875,2.750,0,1,0
784212.049680,44112,,900,-900,448,61,-0.625,-2.750,-9.188,0,1,0
784212.049680,44113,,900,-900,448,63,-0.438,-2.500,1.250,0,1,0
784212.049680,44114,,900,-897,448,61,2.438,2.438,2.312,0,1,0
784212.049680,44115,,900,-900,451,66,0.875,0.625,-3.375,0,1,0
784212.049680,44116,,900,-899,446,66,0.750,-1.000,-5.438,0,1,0
784212.049680,44117,,900,-901,451,67,1.188,-0.125,-1.688,0,1,0
784212.049680,44118,,900,-900,452,65,0.625,0.375,4.562,0,1,0
784212.049680,44119,,900,-896,452,60,0.000,-0.562,-6.562,0,1,0
784212.055156,44120,,900,-895,444,63,0.062,-1.062,-3.938,0,1,0
784212.055156,44121,,900,-901,449,62,0.688,0.188,6.750,0,1,0
784212.055156,44122,,900,-897,452,63,-0.188,-0.750,-6.188,0,1,0
784212.055156,44123,,900,-897,450,62,1.625,-0.438,-4.188,0,1,0
784212.055156,44124,,900,-902,451,62,0.438,-0.062,5.312,0,1,0
784212.055156,44125,,900,-901,452,62,-0.438,-1.125,-3.188,0,1,0
784212.055156,44126,,900,-896,448,60,1.562,-0.688,-6.750,0,1,0
784212.055156,44127,,900,-903,449,58,0.062,-0.625,4.562,0,1,0
784212.055156,44128,,900,-898,452,62,0.375,0.812,-2.188,0,1,0
784212.055156,44129,,900,-897,441,64,0.500,-0.812,-5.500,0,1,0
784212.064070,44130,,900,-899,448,61,-0.312,-2.500,0.562,0,1,0
784212.064070,44131,,900,-898,447,62,1.688,-0.125,1.312,0,1,0
784212.064070,44132,,900,-900,450,60,-0.500,-1.062,-5.188,0,1,0
784212.064070,44133,,900,-901,447,63,1.812,1.250,-3.875,0,1,0
784212.064070,44134,,900,-902,450,60,0.125,-0.125,0.875,0,1,0
784212.064070,44135,,900,-904,447,65,-1.062,-3.500,1.938,0,1,0
784212.064070,44136,,900,-898,447,61,1.125,-0.688,-6.500,0,1,0
784212.064070,44137,,900,-902,452,59,1.125,2.562,0.125,0,1,0
784212.064070,44138,,900,-894,449,64,0.500,1.250,3.375,0,1,0
784212.064070,44139,,900,-901,448,64,-0.125,-4.875,-5.125,0,1,0
784212.069650,44140,,900,-900,447,59,1.562,-1.875,-3.375,0,1,0
784212.069650,44141,,900,-900,452,63,0.312,3.125,3.062,0,1,0
784212.069650,44142,,900,-905,448,59,-0.312,1.625,-7.938,0,1,0
784212.069650,44143,,900,-896,448,65,2.375,-3.688,-0.062,0,1,0
784212.069650,44144,,900,-898,451,65,0.688,-3.062,1.375,0,1,0
784212.069650,44145,,900,-901,445,65,0.125,3.688,-5.125,0,1,0
784212.069650,44146,,900,-897,450,60,0.688,1.750,-1.500,0,1,0
784212.069650,44147,,900,-902,450,67,0.938,-3.688,2.812,0,1,0
784212.069650,44148,,900,-891,446,63,1.312,-2.562,-4.750,0,1,0
784212.069650,44149,,900,-898,441,59,-0.438,1.438,-2.625,0,1,0
784212.158934,44150,,900,-892,450,64,1.375,4.750,0.875,0,1,0
784212.158934,44151,,900,-898,451,63,-0.250,-3.875,-0.875,0,1,0
784212.158934,44152,,900,-897,449,60,0.625,-3.375,-5.250,0,1,0
784212.158934,44153,,900,-901,452,64,0.125,-0.250,4.562,0,1,0
784212.158934,44154,,900,-902,452,60,1.125,3.625,-2.188,0,1,0
784212.158934,44155,,900,-898,452,60,-1.250,-1.812,-5.500,0,1,0
784212.158934,44156,,900,-899,445,66,-0.188,-6.625,5.125,0,1,0
784212.158934,44157,,900,-901,445,60,1.625,0.812,-3.000,0,1,0
784212.158934,44158,,900,-895,450,61,-1.312,2.562,-6.250,0,1,0
784212.158934,44159,,900,-898,448,56,1.000,0.250,3.375,0,1,0
784212.173849,44160,,900,-898,446,62,0.750,-5.562,-1.125,0,1,0
